# =================================================
# Logitech stuff
# =================================================

logitech_num_DG                                  Multiwinianos seleccionados:
multiwinia_menu_singleround_description          Si está activado, solo se jugará una ronda Asalto (p.ej. El equipo que tenga éxito gana la partida),\nSi está desactivado, se jugarán varias rondas con cada jugador que ocupe cada posición, y el que defienda durante más tiempo será el ganador global.
multiwinia_menu_privateslots_description         Determina el número de espacios de este juego que son Sólo-Invitar.
multiwinia_param_suddendeath_description_0       En caso de Empate, comenzará la Muerte Súbita.\n\nEl primer jugador que capture un Punto de Generación o desactive un Punto de Generación enemigo ganará la partida.
multiwinia_param_suddendeath_description_1       En caso de Empate, comenzará la Muerte Súbita.\n\nSe añadirá un minuto extra al reloj y el que tenga la puntuación más alta al terminar el minuto ganará la partida.
multiwinia_param_suddendeath_description_2       En caso de Empate, comenzará la Muerte Súbita.\n\nEl siguiente jugador que capture una estatua ganará la partida.
multiwinia_param_suddendeath_description_5       En caso de Empate, comenzará la Muerte Súbita.\n\nEl siguiente jugador que capture una bandera ganará la partida.
multiwinia_param_cratedropmode_description       Altera la forma en que se determina el lugar de caída de las Cajas.\n\n -Ponderada: las caídas de cajas están determinadas por la puntuación del equipo. Cuanto menos puntues (comparado con los demás), más probable será que un Caja caiga cerca de tu equipo.\n\n  -Aleatoria: los lugares de caída se escogen aleatoriamente.
multiwinia_param_maxturrets_description          Controla el número máximo de Torretas de Armas que puede tu equipo puede tener en juego al mismo tiempo. Este valor sólo se aplica a las torretas que tienes situadas. Esto significa que si capturas torretas enemigas podrás superar este valorar, pero si un enemigo captura una tuya seguirá contando para tu límite.
multiwinia_param_basiccrates_description         Si se activa, las cajas sólo contendrán una serie básica de mejoras.
multiwinia_menu_serverpassword_description       Establece una clave para tu servidor. Los jugadores tendrán que introducir esta clave para poder unirse a la partida.


# === Skirmish ====================================

multiwinia_option_0_0_0                          Puntos de Gen. Totales
multiwinia_option_0_0_1                          Puntos de Gen. por Segundo
multiwinia_skirmish_elimination_30               ¡Serás eliminado en 30 segundos!
multiwinia_other_elimination                     ¡*T será eliminado en 30 segundos!
multiwinia_option_0_5_0                          No
multiwinia_option_0_5_1                          Sí
multiwinia_option_0_6_0                          No
multiwinia_option_0_6_1                          Sí
multiwinia_option_0_7_0                          Aleatoria
multiwinia_option_0_7_1                          Ponderada

multiwinia_dom_eliminated                        Eliminado
multiwinia_dom_eliminatedin                      Eliminación en *S segundos
multiwinia_dom_spawnpoints                       *X Puntos de Generación
multiwinia_player_eliminated                     ¡Estás eliminado!
multiwinia_other_eliminated                      ¡*T está eliminado!

multiwinia_points                                *X puntos


# === King of the Hill ============================

multiwinia_option_1_0_0                          Zonas controladas por segundo
multiwinia_option_1_0_1                          Población de Zona por segundo
multiwinia_option_1_0_2                          Población de Zona final
multiwinia_option_1_0_3                          Control de Zona total
multiwinia_option_1_5_0                          No
multiwinia_option_1_5_1                          Sí
multiwinia_option_1_6_0                          No
multiwinia_option_1_6_1                          Sí
multiwinia_option_1_7_0                          Aleatoria
multiwinia_option_1_7_1                          Ponderada

# === Capture the Statue ===========================

multiwinia_cts_newstatue                         ¡Nueva estatua!
multiwinia_cts_statuecapture                     ¡*T ha capturado una estatua!
multiwinia_option_2_2_0                          No
multiwinia_option_2_2_1                          Sí
multiwinia_option_2_3_0                          No
multiwinia_option_2_3_1                          Sí
multiwinia_option_2_4_0                          Aleatoria
multiwinia_option_2_4_1                          Ponderada

# === Blitzkrieg ==================================

multiwinia_option_5_6_0                          No
multiwinia_option_5_6_1                          Sí
multiwinia_option_5_7_0                          No
multiwinia_option_5_7_1                          Sí
multiwinia_option_5_8_0                          Aleatoria
multiwinia_option_5_8_1                          Ponderada

multiwinia_blitzkreig_score                      *X banderas

multiwinia_blitzkrieg_enemyoccupied              ENEMIGO OCUPADO
multiwinia_blitzkrieg_underattack                Bajo amenaza
multiwinia_blitzkrieg_unoccupied                 Bajo amenaza
multiwinia_blitzkrieg_underthreat                Bajo amenaza
multiwinia_blitzkrieg_safe                       A salvo
multiwinia_blitzkrieg_eliminated                 Eliminado


# === Assault =====================================

multiwinia_attackers                             Atacantes
multiwinia_defenders                             Defensores
multiwinia_attackers_win                         ¡Los Atacantes ganan!
multiwinia_defenders_win                         ¡Los Defensores ganan!
multiwinia_team_win                              ¡*T gana!
multiwinia_roundattacking                        RONDA *X: TÚ ATACAS
multiwinia_rounddefending                        RONDA *X: TÚ DEFIENDES
multiwinia_nextroundin                           SIGUIENTE RONDA EN: *S
multiwinia_defendedfor                           *T defendido por *S
multiwinia_defendedfor_score                     defendido por *S
multiwinia_assault_holdtheline                   ¡Defiende el ADM!
multiwinia_assault_ticktock                      ¡Ataca y destruye el ADM!
multiwinia_assault_objcntrlstation               Panel de control ADM
multiwinia_assault_objpulsebomb                  ARMA DE DESTRUCCIÓN MASIVA
multiwinia_assault_defended                      DEFENDIDA
multiwinia_assault_captured                      CAPTURADA
multiwinia_assault_destroyed                     DESTRUIDA
multiwinia_assault_lost                          INVADIDA
multiwinia_assault_unoccupied                    .


# ==== Rocket Riot ========

multiwinia_rr_refueled                           ¡Tu Misil se ha recargado!
multiwinia_rr_otherrefueled                      ¡El Misil de *T se ha recargado!
multiwinia_rr_launchprep                         ¡Tu Misil se prepara para el lanzamiento!
multiwinia_rr_launchprepother                    ¡El Misil de *T se prepara para el lanzamiento!
multiwinia_rr_passengers                         pasajeros
multiwinia_rr_damage                             DAÑO
multiwinia_rr_liftoff                            LANZAMIENTO EN *S
multiwinia_rr_fuel                               combustible

multiwinia_rr_status_a                           Captura paneles\nsolares para\nrecargar el misil
multiwinia_rr_status_b                           Carga el misil\ncon 100\nMultiwinianos
multiwinia_rr_status_c                           ¡ESTÁN ATACANDO\nTU MISIL!\n\nDAÑOS *T
multiwinia_rr_status_d                           ¡DESPEGUE!
multiwinia_rr_status_e                           ¡Tu misil\nestá\nARDIENDO!
multiwinia_rr_status_f                           Combustible *T

# === Tank battle =================================

multiwinia_tankloss                              ¡*T pierde un Tanque!
multiwinia_numtanks                              *X Tanques

# === new dialog strings ==========================

dialog_wronggame                                 ¡Partida incorrecta!
dialog_fullonly                                  Sólo juego completo
dialog_gamma                                     Gamma
dialog_overscan                                  Analizar
dialog_resetprofile                              Restablecer perfil
dialog_terminated                                * TERMINADO
dialog_baseunderattack                           ¡Tu base está siendo atacada!
dialog_rocketdestroyed                           ¡Tu misil está ardiendo!

dialog_unplugged_pc                              Tu panel de control se ha desconectado. Por favor, vuélvelo a conectar o pulsa Esc para continuar.

dialog_powerup_limit                             ¡Límite de mejoras alcanzado!
dialog_previous                                  Anterior

dialog_credits                                   Créditos

dialog_inverty                                   Invertir el eje Y
dialog_empty                                     Vacío

multiwinia_kills_500                             ¡500 muertos!
multiwinia_kills_1000                            ¡1000 muertos!
multiwinia_kills_2000                            ¡2000 muertos!
multiwinia_kills_3000                            ¡3000 muertos!
multiwinia_kills_4000                            ¡4000 muertos!
multiwinia_kills_5000                            ¡5000 muertos!

multiwinia_presstotalk                           Pulsa Intro para charlar
multiwinia_lobbypresstotalk                      Pulsa ESPACIO para charlar

multiwinia_downloadingfromserver                 Descargando el mapa desde el servidor: *P%

# === new editor strings ==========================


editor_leveloption_0                             SinDificultad
editor_leveloption_1                             CapturadeGeneraciónInstantánea
editor_leveloption_2                             Refuerzos de Puertotroncal
editor_leveloption_3                             Armadura de Puertotroncal
editor_leveloption_4                             Sin TorretasdeArmas
editor_leveloption_5                             Refuerzos de Atacante
editor_leveloption_6                             Refuerzos de Defensor
editor_leveloption_7                             Tipo de Refuerzo de Def.
editor_leveloption_8                             Tipo de Refuerzo de At.
editor_leveloption_9                             Radares del mismo equipo
editor_leveloption_10                            Radares sin control manual
editor_leveloption_11                            Núm. zonas para Ataque Aéreo (AR)
editor_leveloption_12                            Equipo Futurowiniano
editor_leveloption_13                            Modo de Refuerzo de At.
editor_leveloption_14                            Modo de Refuerzo de Def.


editor_checkcliffs                               Analizar Acantilados

editor_flattentype                               Tipo Aplanado
editor_flatten_absolute                          Absoluto
editor_flatten_add                               Añadir
editor_flatten_subtract                          Quitar
editor_flatten_subtract2                         Quitar 2
editor_flatten_smooth                            Suave
editor_threshold                                 Umbral
editor_armourtarget                              Objetivo de Armadura
editor_blockpowerups                             Bloquear Mejoras

editor_pickuponly                                Sólo elegir
editor_maxheight                                 Altura máxima

editor_forcecoop                                 Fuerza cooperación
editor_coop                                      Cooperación
editor_defenderpopcap                            Cap. pob. defensor
editor_coopgroup1                                Grupo cooperación 1
editor_coopgroup2                                Grupo cooperación 2
editor_attackingteams                            Equipos atacantes

editor_basic                                     Opciones básicas
editor_coop_options                              Opciones cooperación
editor_assault_options                           Opciones de asalto
editor_map_options                               Opciones de mapa

editor_effects                                   Efectos
editor_effects_snow                              Nieve
editor_effects_lightning                         Rayo
editor_effects_dustwind                          Tormenta de arena
editor_effects_soulrain                          Lluvia de almas
editor_effects_speciallights                     Rayo especial

editor_selectterrain                             Elegir color del terreno
editor_selectwaves                               Elegir color de olas
editor_selectwater                               Elegir color del agua
editor_selectthumbnail                           Elegir imágen en miniatura para el mapa

editor_publish                                   Publicar
editor_description                               Descripción

editor_message_invalidsize                       La imágen indicada es mayor de 400x300 píxeles. Miniatura no grabada.
editor_message_invalidbitrate                    La imágen indicada tiene una profundidad de más de 8 bits. Miniatura no grabada.
editor_message_saving                            Grabando...
editor_message_savecomplete                      Grabación completada.
editor_message_savingwater                       Grabando la textura del agua.
editor_message_savinglandscape                   Grabando la textura del paisaje.
editor_message_savingwaves                       Grabando la textura de las olas.
editor_message_savingthumbnail                   Grabando la imágen en miniatura especificada.

dialog_invalidcrates                             Cajas no válidas

esrb_warning                                     Aviso de ESRB: la experiencia del juego puede cambiar durante el juego online

# === Error Strings ===============================

multiwinia_error_missingmap                      No tienes el mapa que utiliza este servidor. Ve a INSERT WEBSITE HERE para buscar mapas personalizados.
multiwinia_error_serverfull                      Este servidor está lleno.
multiwinia_error_incompatible                    Tu versión del juego es incompatible con este servidor. Por favor, actualízala si no estás usando la versión más reciente.
multiwinia_error_syncerror                       Error de sincronización
multiwinia_error_lostconnection                  Conexión con servidor perdida
multiwinia_error_requestinglist                  Solicitando lista de servidores...
multiwinia_error_noserversfound                  No se han encontrado servidores
multiwinia_error_unknownmap                      Mapa desconocido
multiwinia_error_loadingachievement              Cargando logros
multiwinia_error_kickedbyserver                  Has sido expulsado del servidor.
multiwinia_error_badpass                         La clave introducida es incorrecta.
multiwinia_error_connection                      Se ha producido un error de conexión. Por favor, inténtalo de nuevo.


# === Map Strings (Name/Description) ==============

mp_koth_2P_1_name                                Los Guardianes Eternos
mp_koth_2P_1_description                         Las efigies de su creador mantienen una solemne vigilia sobre esta llanura devastada por la guerra
mp_koth_2P_2_name                                Santuario de Memoria
mp_koth_2P_2_description                         Este santuario es uno de los muchos destinados a conmemorar las almas perdidas durante la Primera Guerra
mp_koth_2P_3_name                                El Amargo Frente
mp_koth_2P_3_description                         Los Darwinianos lucharon por su supervivencia en este terreno nevado, y ahora los Multiwinianos lo usan para intentar exterminarse entre ellos.
mp_koth_2P_3b_name                               El Amargo Frente
mp_koth_2P_3b_description                        Los Darwinianos lucharon por su supervivencia en este terreno nevado, y ahora los Multiwinianos lo usan para intentar exterminarse entre ellos.
mp_koth_2P_4_name                                Pilar de Luz
mp_koth_2P_4_description                         El ciclo de almas continúa aquí sin detenerse mientras una tribu se encuentra atrapada por las fuerzas asaltantes que, a su vez, son asaltadas una vez ganan.
mp_koth_3P_1_name                                Búsqueda de Victoria
mp_koth_3P_1_description                         Este conjunto de islas descubierto recientemente es un recordatorio de lo grande que es Darwinia
mp_koth_3P_2_name                                Campo de Anochecer Interminable
mp_koth_3P_2_description                         El gran número de almas que ascienden constantemente de este campo hace que tenga un brillo etéreo
mp_koth_3P_3_name                                El Valle de Engaño
mp_koth_3P_3_description                         Es el lugar donde tuvo lugar la mayor traición de la historia Multiwiniana, la tribu Amarilla afirmó que la retorcida naturaleza del paisaje hizo que se volvieran contra sus antiguos aliados Verdes
mp_koth_3P_4_name                                El Jardín Amurallado
mp_koth_3P_4_description                         Este lugar fue utilizado en la Celebración del Renacimiento, durante el cual se enviaban miles de almas al repositorio de almas como ofrenda a Sepulveda. Desde entonces, la Celebración se ha olvidado prácticamente, aunque continúan los combates constantes.
mp_koth_4P_1_name                                El Árbol Sagrado
mp_koth_4P_1_description                         Cuando el Gran Árbol original fue destruido al principio de la Guerra Interminable, los Shamen lo recrearon aquí como recordatorio de una época más pacífica
mp_koth_4P_3_name                                Un Monumento de los Cielos
mp_koth_4P_3_description                         Se crearon varios templos como este en toda Darwinia para venerar a Sepulveda por liberarlos del Virus
mp_koth_4P_4_name                                Puntas de Locura
mp_koth_4P_4_description                         Aquí el Virus ha infectado y retorcido el paisaje, un fenómeno que se está extendiendo lentamente por toda Darwinia

mp_skirmish_3P_1_name                            Salto de Fe
mp_skirmish_3P_1_description                     Las altas agujas convierten este lugar en el sitio ideal para construir una fortaleza segura. Por desgracia, todos parecen haberse dado cuenta de ello al mismo tiempo.
mp_domination_2P_1_name                          Barreras para Progresar
mp_domination_2P_1_description                   Las montañas de esta zona tienen grandes concentraciones de los polígonos que utilizan los Multiwinianos para la construcción de sus armas de guerra.
mp_skirmish_2P_3_name                            Escalera al Cielo
mp_skirmish_2P_3_description                     INTRODUCE DESCRIPCIÓN AQUÍ
mp_skirmish_2P_4_name                            Colina Hamburguesa
mp_skirmish_2P_4_description                     Este fue uno de los primeros lugares descubiertos tras el fin de la Gran Guerra y era un lugar de gran belleza. Desde entonces, los Multiwinianos lo han destrozado prácticamente con su guerra
mp_domination_4P_1_name                          El Árbol Sagrado
mp_domination_4P_1_description                   Cuando el Gran Árbol original fue destruido al principio de la Guerra Interminable, los Shamen lo recrearon aquí como recordatorio de una época más pacífica
mp_domination_2P_2_name                          Los Guardianes Eternos
mp_domination_2P_2_description                   Las efigies de su creador mantienen una solemne vigilia sobre esta llanura devastada por la guerra
mp_domination_3P_1_name                          Campo de Anochecer Interminable
mp_domination_3P_1_description                   El gran número de almas que ascienden constantemente de este campo hace que tenga un brillo etéreo
mp_domination_4P_2_name                          Un monumento a los cielos
mp_domination_4P_2_description                   Se crearon una serie de templos como este por toda Darwinia para venerar a Sepulveda por librarles del Virus.
mp_atypikk_city_name		    Ciudad Atypikk
mp_atypikk_city_description	    Una ciudad plagada por duros combates, creada por el arquitecto Atypikk en 1902, esta ciudad es una copia de la Ciudad de la Luz.
mp_domination_TBF_3p_name           El Amargo Frente (3J)
mp_domination_TBF_3p_description    El Amargo Frente para 3 jugadores - Editor: JC
mp_domination_TBF_4p_name           El Amargo Frente (4J)
mp_domination_TBF_4p_description    El Amargo Frente para 4 jugadores - Editor: JC
mp_marblecanyon_name                Cañón de Márbol
mp_marblecanyon_description         Un mapa de "Imperio" para 4 jugadores
mp_domination_uk_name               Las Islas Británicas v1
mp_domination_uk_description        Multiwinia en las Islas Británicas. Autor: diiPY
mp_domination_6P_1_name             Un Monumento al Diablo
mp_domination_6P_1_description      Un mapa de "Imperio" para 6 jugadores, ¿acaso puedes pedir más muertes?
mp_domination_ty_name               Tironia
mp_domination_ty_description        Un mapa de 4J de "Imperio" (Únicamente para multijugador, se recomienda utilizar con el modo "Imperio") Author: diiPY
mp_domination_tw_name               Tierra v2.1 
mp_domination_tw_description        Mapamundi v2.1 Autor: Auios
mp_domination_centerTree_name               Center Tree
mp_domination_centerTree_description        Author: Auios - v0.1
mp_domination_Genocide_name         El Matadero
mp_domination_Genocide_description  Un mapa donde puedes obtener de forma fácil el logro "Genocide" Autor: diiPY
mp_domination_fractisland_name           Tierras Fracturadas
mp_domination_fractisland_description    Autor: Auios - Una isla con posiciones divididas geográficamente.

mp_tankbattle_2P_name                            Pista BatalladeTanque 2J
mp_tankbattle_2P_description                     ¡Duelo de Tanque! ¡LUCHA!
mp_tankbattle_3P_name                            Arena BatalladeTanque 3J
mp_tankbattle_3P_description                     ¡Locura de Tanque 3-formas!
mp_tankbattle_4P_name                            Arena BatalladeTanque 4J
mp_tankbattle_4P_description                     ¡Carnicería de Tanque Total!

mp_cts_2p_1_name                                 Montaña de las Almas Perdidas
mp_cts_2p_1_description                          Esta montaña fue escenario de una terrible matanza, cuando una multitud de Destructores de Almas aniquilo un ejército entero de Multiwinianos. La isla fue un lugar tranquilo hasta que el Virus incluyó a los Fantasmas en sus filas
mp_cts_2p_2_name                                 El Santuario Sangriento
mp_cts_2p_2_description                          Esta zona fue un lugar santo para los Multiwinianos, que acudían aquí desde todos los sitios para venerar. Cuando la Guerra Interminable comenzó, la veneración se convirtió en un baño de sangre porque cada facción luchó por el control.
mp_cts_2p_3_name                                 Precio de la Guerra
mp_cts_2p_3_description                          Todo este prado estuvo lleno de árboles hasta que la guerra los destruyó, una escena repetida muchas veces en Multiwina
mp_cts_2p_4_name                                 Los Picos Interminables
mp_cts_2p_4_description                          Hay una leyenda que dice que ningún Multiwiniano ha escalado a la cima de un pico. Por muy alto que escalen, la cima siempre parece estar a una distancia eterna.
mp_cts_3p_1_name                                 Crisol
mp_cts_3p_1_description                          A medida que los Multiwinianos crecen y evolucionan también lo hace su mundo, y este fue uno de los primeros lugares que mostró un tipo de patrón meteorológico. Sin embargo, éste es bastante inestable
mp_cts_3P_2_name                                 La Torturada Extensión
mp_cts_3P_2_description                          Cuando el Virus infectó los árboles de Multiwinia, éstos se convirtieron en cosas retorcidas y peligrosas, con la misma sed de almas que consume a los Devoradores de Almas
mp_cts_4P_1_name                                 Campo Inerte
mp_cts_4P_1_description                          Cuando el segundo Árbol Sagrado fue destruido aquí, toda la zona cambió y se volvió fría y hostil para vivir
mp_cts_4P_2_name                                 Tierra Arrasada
mp_cts_4P_2_description                          Es una de las zonas más infectadas de Darwinia, este Virus ha hecho que este oscuro lugar sea hostil para la vida Darwiniana
mp_cts_4p_3_name                                 Laberinto de Desesperación
mp_cts_4p_3_description                          Se dice que no se volvió a ver a los primeros Multiwinianos que entraron en este lugar hasta que se vieron sus almas flotando en el Repositorio de Almas. Ahora la salida está marcada por las almas de Multiwinianos caídos en la guerra

mp_rocketriot_2P_2_name                          Ecos del Futuro
mp_rocketriot_2P_2_description                   Aún se desconoce el destino de los pocos Darwinianos originales valientes del primer Lanzamiento de Misil, pero desde el comienzo de la Guerra Interminable cada tribu ha estado luchando sin tregua para lanzar sus propios misiles
mp_rocketriot_2p_3_name                          Escalera al Cielo
mp_rocketriot_2p_3_description                   Al ser uno de los puntos más altos de Darwinia, este lugar fue la mejor opción natural para situar una plataforma de lanzamiento
mp_rocketriot_2P_4_name                          Puente de Luz
mp_rocketriot_2P_4_description                   Este sitio representa el lugar de nacimiento de la tribu Azul de Multiwinianos, ya que un breve hizo que mutara el Patrón de los Multiwinianos Verdes. Toda la tribu Azul surgió a partir de esos pocos.
mp_rocketriot_3p_1_name                          El Segundo Comienzo
mp_rocketriot_3p_1_description                   Debido a la similitud con el lugar de lanzamiento original, los Multiwinianos llegaron aquí a miles para intentar lanzar más misiles. Ahora las islas se han sumido en el caos porque cada tribu intenta sabotear a las otras
mp_rocketriot_3P_2_name                          Despertar de la Eternidad
mp_rocketriot_3P_2_description                   Se cree que este lugar representa el comienzo de la Guerra Interminable entre 4 tribus. A pesar de que los Multiwinianos poseen una magnífica memoria colectiva, ninguno recuerda el por qué.
mp_rocketriot_3P_3_name                          Corazón del Caos
mp_rocketriot_3P_3_description                   Aquí tuvo lugar un giro en la historia de la tribu Roja, cuando recuperó su libre voluntad y dejó de estar influida por el Virus. Desde entonces, el Virus ya no usa Multiwinianos vivos para hacer su trabajo
mp_rocketriot_4P_1_name                          Hilos del Destino
mp_rocketriot_4P_1_description                   Una vez cada varias generaciones, al mirar directamente hacia arriba desde este lugar, los Multiwinianos pueden ver directamente a través del anillo del Repositorio de Almas y directamente fuera de Darwinia, los que les ofrece una visión perfecta de las luces de más allá

mp_assault_2P_1_name                             Bajo el Ojo Siniestro
mp_assault_2P_1_description                      Aquí la Guerra Interminable dio un giro aterrador, ya que los Multiwinianos crearon la primera Arma de Destrucción Masiva
mp_assault_citysiege_name          Asalto de HPE
mp_assault_citysiege_description   Con la victoria contra el HPE en el mar Ardiente, la Federación Azul obligó al HPE a quedarse en una ciudad ahora bajo asalto por parte de los winianos azules
mp_assault_citysiege_4P_name       Asalto de HPE (4P)
mp_assault_citysiege_4P_description Con la victoria contra el HPE en el mar Ardiente, la Federación Azul obligó al HPE a quedarse en una ciudad ahora bajo asalto por parte de los winianos azules
mp_assault_2P_2_name                             La Meseta Desconsolada
mp_assault_2P_2_description                      Una fortaleza casi impenetrable protege el mortal dispositivo oculto aquí
mp_assault_2P_3_name                             Sector Verde Perro
mp_assault_2P_3_description                      Un escena inicial espectacular de aterrizaje en la playa, seguida de una larga y aburrida parte central que culmina con una gran batalla que es menos excitante que la primera
mp_assault_3P_1_name                             El Tercer Tipo
mp_assault_3P_1_description                      Una de las naves de extraños Futurowinianos se estrelló aquí y ahora los Multiwinianos luchan entre ellos para hacerse con su avanzada tecnología
mp_assault_3P_2_name                             El Camino Difícil
mp_assault_3P_2_description                      Cuando la tribu Azul construyó esta fortaleza por primera vez pensó que era impenetrable. Se equivocaba y ha ido cambiando de manos
mp_assault_3P_3_name                             Fuerte Zulú
mp_assault_3P_3_description                      Cuando se construyó esta fortaleza, los Multiwinianos que lo hicieron esperaban que este lugar remoto y este desolado paisaje les ayudarían a mantenerse alejados de la guerra. Se equivocaban.
mp_assault_4P_1_name                             Más Allá de la Estaca
mp_assault_4P_1_description                      Los Chamanes utilizaron esta fortaleza desierta para practicar sus artes en un lugar seguro. Desde que se escondieron, ha sido ocupada por los Multiwinianos como zona para lanzar ataques contra otras tribus.
mp_assault_4P_2_name                             La Última Resistencia
mp_assault_4P_2_description                      En el último gran avance del Virus, la entonces casi extinguida tribu Roja se refugió aquí y fue casi eliminada hasta que los Multiwinianos Verdes acudieron a ayudarle. Sin embargo, tales actos de cooperación apenas se dan ahora.

mp_assault_stress_name                           Test de Estrés de Asalto
mp_assault_stress_description                    Mapa de Test de Estrés de Asalto

mp_blitzkrieg_2P_1_name                          Punto de Confrontación
mp_blitzkrieg_2P_1_description                   Las tribus Azul y Amarilla guerrearon aquí durante muchas generaciones, hasta que uno de los Chamanes convocó a una monstruosidad viral terrible procedente de las profundidades de Darwinia (y se destruyó en el proceso). Hicieron falta las fuerzas de los Multiwinianos Azules y Amarillos para destruirlo, y desde entonces los Chamanes están ocultos.
mp_blitzkrieg_2P_2_name                          Las Inhóspitas Monañas
mp_blitzkrieg_2P_2_description                   El lugar fue creado completamente por los Darwinianos después de la Gran Guerra, conforme iban aprendiendo más sobre su mundo y ellos mismos. Desde entonces, los Multiwinianos han perdido la capacidad de manipular el mundo de esta forma
mp_blitzkrieg_2P_3_name                          El Ojo del Mundo
mp_blitzkrieg_2P_3_description                   Al ser el punto más bajo de Darwinia, justo por debajo del Repositorio de Almas, este lugar posee un gran significado espiritual para los Darwinianos mayores. Para los Multiwinianos es sólo otro campo de batalla.
mp_blitzkrieg_2P_4_name                          La Cumbre de Infinidad
mp_blitzkrieg_2P_4_description                   Esta zona se utilizó como terreno de pruebas para una poderosa arma explosiva, sin embargo, la prueba no salió bien y aniquiló a todos los que trabajaban en ella. Desde entonces, la idea se ha abandonado por su poca fiabilidad.
mp_blitzkrieg_3P_1_name                          Hacia el Mar Ardiente
mp_blitzkrieg_3P_1_description                   Aquí comenzaron cruentas batallas rápido cuando se descubrió este lugar mientras los Multiwinianos luchaban para asegurar un fortín.
mp_blitzkrieg_3P_2_name                          La Rueda
mp_blitzkrieg_3P_2_description                   Nadie está realmente seguro de porque hay batallas aquí. El Lugar no tiene importancia táctica o recursos. Los pocos detractores de la Guerra Interminable dicen que este lugar es la prueba de los Multiwinianos sólo luchan por luchar. A nadie más parece importarle
mp_blitzkrieg_4P_2_name                          Punto Muerto
mp_blitzkrieg_4P_2_description                   En este lugar se asentó una gran fortaleza construida por los Darwinianos mientras aún estaban esclavizados por el Virus. Desde entonces se ha dividido en partes separadas por las que luchan los Multiwinianos

mp_benchmark_1_name                              Test de Estrés
mp_benchmark_1_description                       Un mapa de referencias diseñado para generar Multiwinianos infinitamente hasta que tu ordenador caiga y muera

# === POST RELEASE MAPS ===

mp_cts_3p_3_name                                 Las Cumbres del Contacto
mp_cts_3p_3_description                          Cuando Sepúlveda interrumpió la conexión con Darwinia tras resurgir el Virus, se comenzó a trabajar aquí en una versión mejorada de la Antena de Dios. Sin embargo, el proyecto se canceló antes de empezar cuando el Virus atacó y destruyó el Jardín.


# ===== Darwinia+ Prologue Progress objectives

prologue_objective_1                             Objetivo 1: capturar antena de rada en la primera isla
prologue_objective_2                             Objetivo 2: activar paneles solares en la segunda isla
prologue_objective_3                             Objetivo 3: recoger la investigación de la tercera isla
prologue_objective_4                             Objetivo 4: activar paneles solares en la cuarta isla
prologue_objective_5                             Objetivo 5: recuperar la isla centro
prologue_objective_complete                      OBJETIVOS DE PROGRESO COMPLETOS

# ===== Player types

player_type_spectator                            Espectador


# ===== Darwinia Tutorial helps!

darwinia_tutorial_movecamera                     Mover la cámara
darwinia_tutorial_lookcamera                     Mirar alrededor
darwinia_tutorial_movecameraup                   Mover la cámara hacia arriba
darwinia_tutorial_movecameradown                 Mover la cámara hacia abajo
darwinia_tutorial_taskmanager                    Abrir el Administrador de Tareas
darwinia_tutorial_createunit                     Crear unidad seleccionada
darwinia_tutorial_placeunit                      Ubicar unidad seleccionada
darwinia_tutorial_movesquad                      Mover escuadra
darwinia_tutorial_squadcamera1                   Rotar cámara hacia la izquierda
darwinia_tutorial_squadcamera2                   Rotar cámara hacia la derecha
darwinia_tutorial_squadfire                      Disparar láseres en dirección
darwinia_tutorial_engineer                       Seleccionar ingeniero
darwinia_tutorial_grenade                        Lanzar granada mientras se dispara

# ======= AUTHENTICATION STRINGS ==============

dialog_auth_status                               ESTADO DE VERIFICACIÓN

dialog_auth_status_demo_user                     USUARIO DE DEMO

authentication_result                            VERIFICACIÓN: *S
dialog_auth_wrong_platform                       Plataforma incorrecta
dialog_auth_key_dead                             Tecla muerta
dialog_auth_version_not_found                    Versión no encontrada
dialog_auth_key_inactive                         Tecla inactiva
dialog_auth_version_revoked                      Versión revocada
dialog_auth_key_not_found                        Tecla no encontrada
dialog_auth_key_revoked                          Tecla revocada
dialog_auth_key_banned                           Tecla prohibida
dialog_auth_key_invalid                          Tecla invalida
dialog_auth_unknown                              Desconocida
dialog_auth_accepted                             Aceptada

authentication_demorestricted					 Versión demo - Compra el juego para jugarlo todo.

# ===== MULTIWINIA CREDITS =====

multiwinia_credits_1                             -MULTIWINIA
multiwinia_credits_2                             \n
multiwinia_credits_3                             -CREADO POR
multiwinia_credits_4                             \n
multiwinia_credits_5                             Chris Delay
multiwinia_credits_6                             Gary Chambers
multiwinia_credits_7                             \n
multiwinia_credits_8                             -PRODUCIDO POR INTROVERSION SOFTWARE
multiwinia_credits_9                             \n
multiwinia_credits_10                            Mark Morris
multiwinia_credits_11                            Thomas Arundel
multiwinia_credits_12                            Chris Delay
multiwinia_credits_13                            John Knottenbelt
multiwinia_credits_14                            \n
multiwinia_credits_15                            -a PESAR de
multiwinia_credits_16                            \n
multiwinia_credits_17                            Andrew Bainbridge
multiwinia_credits_18                            \n
multiwinia_credits_19                            -PROGRAMADORES DEL JUEGO
multiwinia_credits_20                            \n
multiwinia_credits_21                            Chris Delay
multiwinia_credits_22                            John Knottenbelt
multiwinia_credits_23                            Gary Chambers
multiwinia_credits_24                            Leander Hambley
multiwinia_credits_25                            Byron Atkinson-Jones
